"date","name","change","Посада.в.Україні","Сфера діяльності","Тип.підрозділу","Підпорядкування.в.окупації","date.y","surname","same_person","citizenship","Додаткові.обов.язки.чи.вимоги..накладені.окупантами","killed"
2022-03-12,"Глава администрации города Мелитополь","TRUE","Міський голова","Міський голова","апарат міського голови","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-12,"Галина Данильченко","ні","Україна","Організовувала референдум щодо приєднання частини Запорізької області до Росії.","ні"
2022-03-12,"Заступник голови з питань діяльності виконкому","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор департаменту реєстраційних послуг","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Керуючий справами виконавчого комітету","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор департаменту капітального будівництва та ЖКГ ","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Начальник управління соцзахисту населення","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Начальник управління освіти","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Начальник управління фізкультури і спорту","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Начальник управління комунальної власності","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Начальник управління культури та молоді","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Начальник відділу охорони здоровʼя ","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Заступник начальника відділу охорони здоровʼя ","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Начальник фінансового управління","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор департаменту охорони здоров'я","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Начальник відділу контролю виконкому","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Начальник відділу кадрів виконкому","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Начальник відділу ведення Держреєстру виборців","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Начальник відділу виконкому з інфотехнологій і захисту інформації","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор КП ""Комунальна власність""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор КП ""Чистота""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор КП ""Ритуальна служба ""Ритуал""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор ТОВ ""Тепло-Мелітополь""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор КП ТРК ""Мелітополь""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор КП ""Аптеки МЛТ""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор КП ""Мелітополькомунтранс""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор КП ""Водоканал""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор КП ""Міськсвітло""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор КП ""Мелітопольжитлосервіс""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор КП ""Житломасив""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Начальник лінійного відділу на залізничній станції ""Мелітополь""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Мелітопольський міський відділ Нацполіції України","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Начальник залізничної станції ""Мелітополь""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Начальник Мелітопольської державної податкової інспекції","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Окружний прокурор Мелітопольської міської прокуратури","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Голова Мелітопольського міськрайонного суду","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор ПАТ ""Мелітопольгаз""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-10,"Глава администрации города Мелитополь","TRUE","Міський голова","Міський голова","апарат міського голови","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-12,"Галина Данильченко","ні","Україна","Організовувала референдум щодо приєднання частини Запорізької області до Росії.","ні"
2023-02-10,"Заступник голови з питань діяльності виконкому","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-10,"Директор многофункционального центра гос- и муниципальных услуг ""Мои документы"" ","TRUE","Директор департаменту реєстраційних послуг","реєстраційні послуги","департамент","Міністрество економічного розвитку ",2023-02-10,"Віктор Воробйов","ні","-","-","ні"
2023-02-10,"Керуючий справами виконавчого комітету","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-10,"Директор департамента капстроительства и ЖКХ","TRUE","Директор департаменту капітального будівництва та ЖКГ ","ЖКГ","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-05-02,"Олексій Тегімбаєв ","так","Україна","-","ні"
2023-02-10,"Начальник управления соцзащиты населения","TRUE","Начальник управління соцзахисту населення","Соцзахист","управління","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-12-22,"Ірина Донец ","так","Україна","-","ні"
2023-02-10,"Министр Министерства образования и науки","TRUE","Начальник управління освіти","Освіта","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-16,"Олена Шапурова ","ні","Україна","-","ні"
2023-02-10,"Замминистра Министерства образования и науки","TRUE","Начальник управління освіти","Освіта","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-17,"Вікторія Костроміна","так","Україна","-","ні"
2023-02-10,"Начальник департамента культуры и спорта
","TRUE","Начальник управління фізкультури і спорту","Спорт","управління","Мелітопольська міська рада Запорізької області",2022-12-22,"Андрій Бойко ","ні","Україна","-","ні"
2023-02-10,"Начальник управления коммунальной собственности","TRUE","Начальник управління комунальної власності","Комунальна власність","управління","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-05-12,"Дмитро Трухін ","ні","Україна","-","так"
2023-02-10,"Директор департамента культуры, спорта и молодёжи г. Мелитополь","TRUE","Начальник управління культури та молоді","Молодь і культура","управління","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-07-14,"Костянтин Зайцев","ні","Україна","-","ні"
2023-02-10,"Министр Министерства здравоохранения Запорожской области","TRUE","Начальник відділу охорони здоровʼя ","Здоров'я","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-12-20,"Борис Александров","ні","Росія","-","ні"
2023-02-10,"Первая замминистра Министерства здравоохранения Запорожской области","TRUE","Начальник відділу охорони здоровʼя ","Здоров'я","департамент","Міністру Борису Александрову",2022-12-20,"Олена Борчанінова","ні","Росія","-","ні"
2023-02-10,"Замминистра Министерства здравоохранения Запорожской области","TRUE","Заступник начальника відділу охорони здоровʼя ","Здоров'я","департамент","Міністру Борису Александрову",2022-12-20,"Ірина Склянна","так","Україна","-","ні"
2023-02-10,"Советник министра Министерства здравоохранения Запорожской области","TRUE","Заступник начальника відділу охорони здоровʼя ","Здоров'я","департамент","Міністру Борису Александрову",2022-12-20,"Віктор Кучковий","ні","Україна","-","ні"
2023-02-10,"Начальник финансового управления","TRUE","Начальник фінансового управління","Фінанси","управління","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-05-02,"Ольга Кумоняєва ","так","Україна","-","ні"
2023-02-10,"Директор департаменту охорони здоров'я","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-10,"Начальник відділу контролю виконкому","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-10,"Начальник відділу кадрів виконкому","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-10,"Начальник відділу ведення Держреєстру виборців","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-10,"Начальник відділу виконкому з інфотехнологій і захисту інформації","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-10,"Руководитель КП ""Коммунальная собственность""","TRUE","Директор КП ""Комунальна власність""","Управління комунальною власністю","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-11-24,"Тетяна Саєнко ","-","-","-","-"
2023-02-10,"Руководитель Муниципального унитарного предприятия ""Чистота""","TRUE","Директор КП ""Чистота""","Вивезення сміття","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-08-25,"Антон Трухін","ні","Україна","Організував злочинну схему поборів з місцевого населення у вигляді плати за вивезення сміття. Основна функція - контроль фінансових потоків та розподіл їх в окупаційній адміністрації.","ні"
2023-02-10,"Руководитель Муниципального унитарного предприятия ""Ритуальная служба""","TRUE","Директор КП ""Ритуальна служба ""Ритуал""","Ритуальні послуги","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-12-22,"Віктор Давиденко  ","ні","Україна","","ні"
2023-02-10,"Руководитель Муниципального унитарного предприятия ""Тепло-Мелитополь""","TRUE","Директор ТОВ ""Тепло-Мелітополь""","Опалення","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-12-22,"Костянтин Тюрін ","так","Україна","Була зафіксована спроба зняття Тюріним 6 мільйонів гривень з рахунків ТОВ ""Тепло-Мелітополь"".","ні"
2023-02-10,"Руководитель Муниципального унитарного предприятия ""Цифровые технологии""","TRUE","Директор КП ТРК ""Мелітополь""","Телебачення","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-11-24,"Євгєній Шалигін","ні","Росія","","ні"
2023-02-10,"Руководитель Муниципального унитарного предприятия ""Аптеки МЛТ""","TRUE","Директор КП ""Аптеки МЛТ""","Аптеки","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-12-22,"Наталія Доломан","так","Україна","Налагоджує потік медикаментів з баз РФ. Інтегрує міські комунальні аптеки у правове поле РФ та очолює це підприємство. З її допомогою та за безпосередньої участі окупантами ""націоналізуються"" приватні аптеки по всьому місту, позбавляючи власників товарних запасів та права ведення бізнесу.","ні"
2023-02-10,"Руководитель Муниципального унитарного предприятия ""Мелитополькоммунтранс""","TRUE","Директор КП ""Мелітополькомунтранс""","Транспорт","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-08-25,"Антон Трухін ","ні","Україна","Організував злочинну схему поборів з місцевого населення у вигляді плати за вивезення сміття. Основна функція - контроль фінансових потоків та розподіл їх в окупаційній адміністрації.","ні"
2023-02-10,"Директор Мунициального унитарного предприятия ""Водоканал-Мелитополь""","TRUE","Директор КП ""Водоканал""","Водопостачання","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-05-04,"Юрій Онищук ","ні","Україна","","ні"
2023-02-10,"Директор Мунициального унитарного предприятия ""Горсвет-Мелитополь""","TRUE","Директор КП ""Міськсвітло""","Електропостачання","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-08-25,"Михайло Совгира ","ні","Україна","","ні"
2023-02-10,"Руководитель КП ""Мелитопольжилсервис"" ","TRUE","Директор КП ""Мелітопольжитлосервіс""","ЖКГ","комунальне підприємство","Мелітопольська міська рада Запорізької області",2022-10-22,"Андрій Селютін ","ні","Україна
","","ні"
2023-02-10,"Руководитель КП ""Жилмассив"" ","TRUE","Директор КП ""Житломасив""","ЖКГ","комунальне підприємство","Мелітопольська міська рада Запорізької області",2022-05-30,"Андрій Хрущ ","ні","Україна","","ні"
2023-02-10,"Руководитель Линейного отдела ГУВД по Запорожской области на транспорте","TRUE","Начальник лінійного відділу на залізничній станції ""Мелітополь""","Залізниця","правоохоронці","Головне управління внутрішніх справ по Запорізькій області",2022-12-22,"Андрій Блавацький ","ні","Україна","","ні"
2023-02-10,"Руководитель УВД по Мелитополю и Мелитопольскому району ГУВД по Запорожской области","TRUE","Мелітопольський міський відділ Нацполіції України","Поліція","правоохоронці","Головне управління внутрішніх справ по Запорізькій області",2022-07-26,"Андрій Жидков ","ні","Росія","",""
2023-02-10,"Начальник ж/д станции ""Мелитополь""","TRUE","Начальник залізничної станції ""Мелітополь""","Залізниця","держпідприємство","Запорізька дирекція Придніпровської залізниці",2022-08-12,"Оксана Дерябіна ","ні","Україна","","так"
2023-02-10,"Руководитель Госпредприятия «Мелитопольская железная дорога»","TRUE","Начальник залізничної станції ""Мелітополь""","Залізниця","держпідприємство","держпідприємство",2022-06-21,"Олексій Єфремов ","ні","Україна","","ні"
2023-02-10,"И.о.начальника Межрайонной инспекции Федеральной налоговой службы №3 по Запорожской области","TRUE","Начальник Мелітопольської державної податкової інспекції","Податки","правоохоронці","Управление Федеральной налоговой службы по Запорожской области",2022-10-05,"Вадим Вітер ","ні","Україна","","ні"
2023-02-10,"И.о.начальника Межрайонной инспекции Федеральной налоговой службы №4 по Запорожской области","TRUE","Начальник Мелітопольської державної податкової інспекції","Податки","правоохоронці","Управление Федеральной налоговой службы по Запорожской области",2022-10-05,"Юлія Самсонова ","ні","Україна","","ні"
2023-02-10,"Прокурор Запорожской области","TRUE","Окружний прокурор Мелітопольської міської прокуратури","Прокуратура","правоохоронці","Генеральна прокуратура Российской Федерации",2022-11-10,"Кирил Осипчук ","ні","Росія","","ні"
2023-02-10,"Руководитель Запорожского областного суда","TRUE","Голова Мелітопольського міськрайонного суду","Суд","судові органи","",2022-12-22,"Роман Батршин ","ні","Росія","","ні"
2023-02-10,"Руководитель Гос. унитарного предприятия ""Мелитопольгаз""","TRUE","Директор ПАТ ""Мелітопольгаз""","Газопостачання","держпідприємство","держпідприємство",2022-12-22,"Олег Квач ","так","Україна","","ні"
2022-05-02,"Глава администрации города Мелитополь","TRUE","Міський голова","Міський голова","апарат міського голови","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-12,"Галина Данильченко","ні","Україна","Організовувала референдум щодо приєднання частини Запорізької області до Росії.","ні"
2022-05-02,"Заступник голови з питань діяльності виконкому","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Директор департаменту реєстраційних послуг","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Керуючий справами виконавчого комітету","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Директор департамента капстроительства и ЖКХ","TRUE","Директор департаменту капітального будівництва та ЖКГ ","ЖКГ","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-05-02,"Олексій Тегімбаєв ","так","Україна","-","ні"
2022-05-02,"Начальник управління соцзахисту населення","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Министр Министерства образования и науки","TRUE","Начальник управління освіти","Освіта","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-16,"Олена Шапурова ","ні","Україна","-","ні"
2022-05-02,"Замминистра Министерства образования и науки","TRUE","Начальник управління освіти","Освіта","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-17,"Вікторія Костроміна","так","Україна","-","ні"
2022-05-02,"Начальник управління фізкультури і спорту","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Начальник управління комунальної власності","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Начальник управління культури та молоді","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Начальник відділу охорони здоровʼя ","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Заступник начальника відділу охорони здоровʼя ","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Начальник финансового управления","TRUE","Начальник фінансового управління","Фінанси","управління","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-05-02,"Ольга Кумоняєва ","так","Україна","-","ні"
2022-05-02,"Директор департаменту охорони здоров'я","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Начальник відділу контролю виконкому","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Начальник відділу кадрів виконкому","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Начальник відділу ведення Держреєстру виборців","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Начальник відділу виконкому з інфотехнологій і захисту інформації","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Директор КП ""Комунальна власність""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Директор КП ""Чистота""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Директор КП ""Ритуальна служба ""Ритуал""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Директор ТОВ ""Тепло-Мелітополь""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Директор КП ТРК ""Мелітополь""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Директор КП ""Аптеки МЛТ""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Директор КП ""Мелітополькомунтранс""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Директор КП ""Водоканал""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Директор КП ""Міськсвітло""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Директор КП ""Мелітопольжитлосервіс""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Директор КП ""Житломасив""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Начальник лінійного відділу на залізничній станції ""Мелітополь""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Мелітопольський міський відділ Нацполіції України","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Начальник залізничної станції ""Мелітополь""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Начальник Мелітопольської державної податкової інспекції","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Окружний прокурор Мелітопольської міської прокуратури","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Голова Мелітопольського міськрайонного суду","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Директор ПАТ ""Мелітопольгаз""","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-22,"Глава администрации города Мелитополь","TRUE","Міський голова","Міський голова","апарат міського голови","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-12,"Галина Данильченко","ні","Україна","Організовувала референдум щодо приєднання частини Запорізької області до Росії.","ні"
2022-12-22,"Заступник голови з питань діяльності виконкому","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-22,"Директор департаменту реєстраційних послуг","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-22,"Керуючий справами виконавчого комітету","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-22,"Директор департамента капстроительства и ЖКХ","TRUE","Директор департаменту капітального будівництва та ЖКГ ","ЖКГ","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-05-02,"Олексій Тегімбаєв ","так","Україна","-","ні"
2022-12-22,"Начальник управления соцзащиты населения","TRUE","Начальник управління соцзахисту населення","Соцзахист","управління","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-12-22,"Ірина Донец ","так","Україна","-","ні"
2022-12-22,"Министр Министерства образования и науки","TRUE","Начальник управління освіти","Освіта","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-16,"Олена Шапурова ","ні","Україна","-","ні"
2022-12-22,"Замминистра Министерства образования и науки","TRUE","Начальник управління освіти","Освіта","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-17,"Вікторія Костроміна","так","Україна","-","ні"
2022-12-22,"Начальник департамента культуры и спорта
","TRUE","Начальник управління фізкультури і спорту","Спорт","управління","Мелітопольська міська рада Запорізької області",2022-12-22,"Андрій Бойко ","ні","Україна","-","ні"
2022-12-22,"Начальник управления коммунальной собственности","TRUE","Начальник управління комунальної власності","Комунальна власність","управління","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-05-12,"Дмитро Трухін ","ні","Україна","-","так"
2022-12-22,"Директор департамента культуры, спорта и молодёжи г. Мелитополь","TRUE","Начальник управління культури та молоді","Молодь і культура","управління","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-07-14,"Костянтин Зайцев","ні","Україна","-","ні"
2022-12-22,"Министр Министерства здравоохранения Запорожской области","TRUE","Начальник відділу охорони здоровʼя ","Здоров'я","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-12-20,"Борис Александров","ні","Росія","-","ні"
2022-12-22,"Первая замминистра Министерства здравоохранения Запорожской области","TRUE","Начальник відділу охорони здоровʼя ","Здоров'я","департамент","Міністру Борису Александрову",2022-12-20,"Олена Борчанінова","ні","Росія","-","ні"
2022-12-22,"Замминистра Министерства здравоохранения Запорожской области","TRUE","Заступник начальника відділу охорони здоровʼя ","Здоров'я","департамент","Міністру Борису Александрову",2022-12-20,"Ірина Склянна","так","Україна","-","ні"
2022-12-22,"Советник министра Министерства здравоохранения Запорожской области","TRUE","Заступник начальника відділу охорони здоровʼя ","Здоров'я","департамент","Міністру Борису Александрову",2022-12-20,"Віктор Кучковий","ні","Україна","-","ні"
2022-12-22,"Начальник финансового управления","TRUE","Начальник фінансового управління","Фінанси","управління","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-05-02,"Ольга Кумоняєва ","так","Україна","-","ні"
2022-12-22,"Директор департаменту охорони здоров'я","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-22,"Начальник відділу контролю виконкому","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-22,"Начальник відділу кадрів виконкому","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-22,"Начальник відділу ведення Держреєстру виборців","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-22,"Начальник відділу виконкому з інфотехнологій і захисту інформації","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-22,"Руководитель КП ""Коммунальная собственность""","TRUE","Директор КП ""Комунальна власність""","Управління комунальною власністю","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-11-24,"Тетяна Саєнко ","-","-","-","-"
2022-12-22,"Руководитель Муниципального унитарного предприятия ""Чистота""","TRUE","Директор КП ""Чистота""","Вивезення сміття","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-08-25,"Антон Трухін","ні","Україна","Організував злочинну схему поборів з місцевого населення у вигляді плати за вивезення сміття. Основна функція - контроль фінансових потоків та розподіл їх в окупаційній адміністрації.","ні"
2022-12-22,"Руководитель Муниципального унитарного предприятия ""Ритуальная служба""","TRUE","Директор КП ""Ритуальна служба ""Ритуал""","Ритуальні послуги","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-12-22,"Віктор Давиденко  ","ні","Україна","","ні"
2022-12-22,"Руководитель Муниципального унитарного предприятия ""Тепло-Мелитополь""","TRUE","Директор ТОВ ""Тепло-Мелітополь""","Опалення","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-12-22,"Костянтин Тюрін ","так","Україна","Була зафіксована спроба зняття Тюріним 6 мільйонів гривень з рахунків ТОВ ""Тепло-Мелітополь"".","ні"
2022-12-22,"Руководитель Муниципального унитарного предприятия ""Цифровые технологии""","TRUE","Директор КП ТРК ""Мелітополь""","Телебачення","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-11-24,"Євгєній Шалигін","ні","Росія","","ні"
2022-12-22,"Руководитель Муниципального унитарного предприятия ""Аптеки МЛТ""","TRUE","Директор КП ""Аптеки МЛТ""","Аптеки","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-12-22,"Наталія Доломан","так","Україна","Налагоджує потік медикаментів з баз РФ. Інтегрує міські комунальні аптеки у правове поле РФ та очолює це підприємство. З її допомогою та за безпосередньої участі окупантами ""націоналізуються"" приватні аптеки по всьому місту, позбавляючи власників товарних запасів та права ведення бізнесу.","ні"
2022-12-22,"Руководитель Муниципального унитарного предприятия ""Мелитополькоммунтранс""","TRUE","Директор КП ""Мелітополькомунтранс""","Транспорт","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-08-25,"Антон Трухін ","ні","Україна","Організував злочинну схему поборів з місцевого населення у вигляді плати за вивезення сміття. Основна функція - контроль фінансових потоків та розподіл їх в окупаційній адміністрації.","ні"
2022-12-22,"Директор Мунициального унитарного предприятия ""Водоканал-Мелитополь""","TRUE","Директор КП ""Водоканал""","Водопостачання","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-05-04,"Юрій Онищук ","ні","Україна","","ні"
2022-12-22,"Директор Мунициального унитарного предприятия ""Горсвет-Мелитополь""","TRUE","Директор КП ""Міськсвітло""","Електропостачання","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-08-25,"Михайло Совгира ","ні","Україна","","ні"
2022-12-22,"Руководитель КП ""Мелитопольжилсервис"" ","TRUE","Директор КП ""Мелітопольжитлосервіс""","ЖКГ","комунальне підприємство","Мелітопольська міська рада Запорізької області",2022-10-22,"Андрій Селютін ","ні","Україна
","","ні"
2022-12-22,"Руководитель КП ""Жилмассив"" ","TRUE","Директор КП ""Житломасив""","ЖКГ","комунальне підприємство","Мелітопольська міська рада Запорізької області",2022-05-30,"Андрій Хрущ ","ні","Україна","","ні"
2022-12-22,"Руководитель Линейного отдела ГУВД по Запорожской области на транспорте","TRUE","Начальник лінійного відділу на залізничній станції ""Мелітополь""","Залізниця","правоохоронці","Головне управління внутрішніх справ по Запорізькій області",2022-12-22,"Андрій Блавацький ","ні","Україна","","ні"
2022-12-22,"Руководитель УВД по Мелитополю и Мелитопольскому району ГУВД по Запорожской области","TRUE","Мелітопольський міський відділ Нацполіції України","Поліція","правоохоронці","Головне управління внутрішніх справ по Запорізькій області",2022-07-26,"Андрій Жидков ","ні","Росія","",""
2022-12-22,"Начальник ж/д станции ""Мелитополь""","TRUE","Начальник залізничної станції ""Мелітополь""","Залізниця","держпідприємство","Запорізька дирекція Придніпровської залізниці",2022-08-12,"Оксана Дерябіна ","ні","Україна","","так"
2022-12-22,"Руководитель Госпредприятия «Мелитопольская железная дорога»","TRUE","Начальник залізничної станції ""Мелітополь""","Залізниця","держпідприємство","держпідприємство",2022-06-21,"Олексій Єфремов ","ні","Україна","","ні"
