"date","name","change","position","sphere","killed","Посада.в.Україні","Сфера.діяльності","Тип.підрозділу","Підпорядкування.в.окупації","date.y","surname","same_person","citizenship","Додаткові.обов.язки.чи.вимоги..накладені.окупантами","Ліквідовані.так.ні"
2022-03-12,"Глава администрации города Мелитополь","TODAY","<span class='transit-from'>Міський голова &#10143; </span> <span class='transit-to'>Глава администрации города Мелитополь</span>","Міськрада та виконком","ні","Міський голова","Міський голова","апарат міського голови","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-12,"Галина Данильченко","ні","Україна","Організовувала референдум щодо приєднання частини Запорізької області до Росії.","ні"
2022-03-12,"Директор департаменту реєстраційних послуг","FALSE","Директор департаменту реєстраційних послуг","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор департаменту капітального будівництва та ЖКГ ","FALSE","Директор департаменту капітального будівництва та ЖКГ ","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Начальник управління соцзахисту населення","FALSE","Начальник управління соцзахисту населення","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Начальник управління освіти","FALSE","Начальник управління освіти","Освіта","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Заступник начальника управління освіти","FALSE","Заступник начальника управління освіти","Освіта","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Начальник управління фізкультури і спорту","FALSE","Начальник управління фізкультури і спорту","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Начальник управління комунальної власності","FALSE","Начальник управління комунальної власності","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Начальник управління культури та молоді","FALSE","Начальник управління культури та молоді","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Начальник відділу охорони здоровʼя ","FALSE","Начальник відділу охорони здоровʼя ","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Заступник начальника відділу охорони здоровʼя ","FALSE","Заступник начальника відділу охорони здоровʼя ","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Начальник фінансового управління","FALSE","Начальник фінансового управління","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор КП ""Комунальна власність""","FALSE","Директор КП ""Комунальна власність""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор КП ""Чистота""","FALSE","Директор КП ""Чистота""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор КП ""Ритуальна служба ""Ритуал""","FALSE","Директор КП ""Ритуальна служба ""Ритуал""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор ТОВ ""Тепло-Мелітополь""","FALSE","Директор ТОВ ""Тепло-Мелітополь""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор КП ТРК ""Мелітополь""","FALSE","Директор КП ТРК ""Мелітополь""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор КП ""Аптеки МЛТ""","FALSE","Директор КП ""Аптеки МЛТ""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор КП ""Мелітополькомунтранс""","FALSE","Директор КП ""Мелітополькомунтранс""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор КП ""Водоканал""","FALSE","Директор КП ""Водоканал""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор КП ""Міськсвітло""","FALSE","Директор КП ""Міськсвітло""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор КП ""Мелітопольжитлосервіс""","FALSE","Директор КП ""Мелітопольжитлосервіс""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор КП ""Житломасив""","FALSE","Директор КП ""Житломасив""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Начальник лінійного відділу на залізничній станції ""Мелітополь""","FALSE","Начальник лінійного відділу на залізничній станції ""Мелітополь""","Інше","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Мелітопольський міський відділ Нацполіції України","FALSE","Мелітопольський міський відділ Нацполіції України","Інше","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Начальник залізничної станції ""Мелітополь""","FALSE","Начальник залізничної станції ""Мелітополь""","Інше","так",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Начальник Мелітопольської державної податкової інспекції","FALSE","Начальник Мелітопольської державної податкової інспекції","Інше","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Окружний прокурор Мелітопольської міської прокуратури","FALSE","Окружний прокурор Мелітопольської міської прокуратури","Інше","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Голова Мелітопольського міськрайонного суду","FALSE","Голова Мелітопольського міськрайонного суду","Інше","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,"Директор ПАТ ""Мелітопольгаз""","FALSE","Директор ПАТ ""Мелітопольгаз""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-10,"Глава администрации города Мелитополь","TRUE","Глава администрации города Мелитополь","Міськрада та виконком","ні","Міський голова","Міський голова","апарат міського голови","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-12,"Галина Данильченко","ні","Україна","Організовувала референдум щодо приєднання частини Запорізької області до Росії.","ні"
2023-02-10,"Директор многофункционального центра гос- и муниципальных услуг ""Мои документы"" ","TODAY","<span class='transit-from'>Директор департаменту реєстраційних послуг &#10143; </span> <span class='transit-to'>Директор многофункционального центра гос- и муниципальных услуг ""Мои документы"" </span>","Міськрада та виконком","ні","Директор департаменту реєстраційних послуг","Реєстраційні послуги","департамент","Міністрество економічного розвитку ",2023-02-10,"Віктор Воробйов","ні","Росія","-","ні"
2023-02-10,"Директор департамента капстроительства и ЖКХ","TRUE","Директор департамента капстроительства и ЖКХ","Міськрада та виконком","ні","Директор департаменту капітального будівництва та ЖКГ ","ЖКГ","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-05-02,"Олексій Тегімбаєв ","так","Україна","-","ні"
2023-02-10,"Начальник управления соцзащиты населения","TRUE","Начальник управления соцзащиты населения","Міськрада та виконком","ні","Начальник управління соцзахисту населення","Соцзахист","управління","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-12-22,"Ірина Донец ","так","Україна","-","ні"
2023-02-10,"Министр Министерства образования и науки","TRUE","Министр Министерства образования и науки","Освіта","ні","Начальник управління освіти","Освіта","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-16,"Олена Шапурова ","ні","Україна","Жінка разом з росвійськовими їздить в різні населені пункти окупованих територій (села, ОТГ, міста) й намагається організувати видимість навчального процесу. Також вона погрожувала вчителям, які не хочуть співпрацювати з росіянами та батькам, які не хочуть віддавати дітей у школи.","ні"
2023-02-10,"Замминистра Министерства образования и науки","TRUE","Замминистра Министерства образования и науки","Освіта","ні","Заступник начальника управління освіти","Освіта","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-17,"Вікторія Костроміна","ні","Україна","Вікторія Костроміна до окупації працювала під керівництвом Олени Шапурової.","ні"
2023-02-10,"Начальник департамента культуры и спорта
","TRUE","Начальник департамента культуры и спорта
","Міськрада та виконком","ні","Начальник управління фізкультури і спорту","Спорт","управління","Мелітопольська міська рада Запорізької області",2022-12-22,"Андрій Бойко ","ні","Україна","-","ні"
2023-02-10,"Начальник управления коммунальной собственности","TRUE","Начальник управления коммунальной собственности","Міськрада та виконком","ні","Начальник управління комунальної власності","Комунальна власність","управління","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-05-12,"Дмитро Трухін ","так","Україна","-","ні"
2023-02-10,"Директор департамента культуры, спорта и молодёжи г. Мелитополь","TRUE","Директор департамента культуры, спорта и молодёжи г. Мелитополь","Міськрада та виконком","ні","Начальник управління культури та молоді","Молодь і культура","управління","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-07-14,"Костянтин Зайцев","ні","Україна","Родич Балицького. Зайцев є чоловіком племінниці головного зрадника Євгена Балицького. Костянтин Зайцев став директором одразу кількох обʼєктів - КП «Мелітопольський міський парк», міського водноспортивного комплексу та міської льодової арени. ","ні"
2023-02-10,"Министр Министерства здравоохранения Запорожской области","TRUE","Министр Министерства здравоохранения Запорожской области","Міськрада та виконком","ні","Начальник відділу охорони здоровʼя ","Здоров'я","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-12-20,"Борис Александров","ні","Росія","Менше року обіймав аналогічну посаду в МОЗ Республіки Комі. ","ні"
2023-02-10,"Первая замминистра Министерства здравоохранения Запорожской области","TRUE","Первая замминистра Министерства здравоохранения Запорожской области","Міськрада та виконком","ні","Заступник начальника відділу охорони здоровʼя ","Здоров'я","департамент","Міністру Борису Александрову",2022-12-20,"Олена Борчанінова","ні","Росія","-","ні"
2023-02-10,"Замминистра Министерства здравоохранения Запорожской области","TRUE","Замминистра Министерства здравоохранения Запорожской области","Міськрада та виконком","ні","Заступник начальника відділу охорони здоровʼя ","Здоров'я","департамент","Міністру Борису Александрову",2022-12-20,"Ірина Склянна","так","Україна","-","ні"
2023-02-10,"Советник министра Министерства здравоохранения Запорожской области","TRUE","Советник министра Министерства здравоохранения Запорожской области","Міськрада та виконком","ні","Заступник начальника відділу охорони здоровʼя ","Здоров'я","департамент","Міністру Борису Александрову",2022-12-20,"Віктор Кучковий","ні","Україна","Чоловік мав досвід так званого ""міністра"" охорони здоров’я і в окупованому Донецьку. На захопленій частині Запорізькій області чоловік брав участь у розділі майна медзакладів. Наприклад, він передав місцеві лікарні під військові госпіталі, щоб лікувати окупантів.","ні"
2023-02-10,"Начальник финансового управления","TRUE","Начальник финансового управления","Міськрада та виконком","ні","Начальник фінансового управління","Фінанси","управління","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-05-02,"Ольга Кумоняєва ","так","Україна","-","ні"
2023-02-10,"Руководитель КП ""Коммунальная собственность""","TRUE","Руководитель КП ""Коммунальная собственность""","Комунальні підприємства","ні","Директор КП ""Комунальна власність""","Управління комунальною власністю","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-11-24,"Тетяна Саєнко ","ні","","-","ні"
2023-02-10,"Руководитель Муниципального предприятия ""Чистота""","TRUE","Руководитель Муниципального предприятия ""Чистота""","Комунальні підприємства","ні","Директор КП ""Чистота""","Вивезення сміття","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-08-25,"Антон Трухін","ні","Україна","Призначений 25 серпня Антон Трухін Організував злочинну схему поборів з місцевого населення у вигляді плати за вивезення сміття. Основна функція - контроль фінансових потоків та розподіл їх в окупаційній адміністрації.","ні"
2023-02-10,"Руководитель Муниципального предприятия ""Ритуальная служба""","TRUE","Руководитель Муниципального предприятия ""Ритуальная служба""","Комунальні підприємства","ні","Директор КП ""Ритуальна служба ""Ритуал""","Ритуальні послуги","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-12-22,"Віктор Давиденко  ","ні","Україна","","ні"
2023-02-10,"Руководитель Муниципального предприятия ""Тепло-Мелитополь""","TRUE","Руководитель Муниципального предприятия ""Тепло-Мелитополь""","Комунальні підприємства","ні","Директор ТОВ ""Тепло-Мелітополь""","Опалення","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-12-22,"Костянтин Тюрін ","так","Україна","Була зафіксована спроба зняття Тюріним 6 мільйонів гривень з рахунків ТОВ ""Тепло-Мелітополь"".","ні"
2023-02-10,"Руководитель Муниципального предприятия ""Цифровые технологии""","TRUE","Руководитель Муниципального предприятия ""Цифровые технологии""","Комунальні підприємства","ні","Директор КП ТРК ""Мелітополь""","Телебачення","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-11-24,"Євгєній Шалигін","ні","Росія","","ні"
2023-02-10,"Руководитель Муниципального предприятия ""Аптеки МЛТ""","TRUE","Руководитель Муниципального предприятия ""Аптеки МЛТ""","Комунальні підприємства","ні","Директор КП ""Аптеки МЛТ""","Аптеки","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-12-22,"Наталія Доломан","так","Україна","Налагоджує потік медикаментів з баз РФ. Інтегрує міські комунальні аптеки у правове поле РФ та очолює це підприємство. З її допомогою та за безпосередньої участі окупантами ""націоналізуються"" приватні аптеки по всьому місту, позбавляючи власників товарних запасів та права ведення бізнесу.","ні"
2023-02-10,"Руководитель Муниципального предприятия ""Мелитополькоммунтранс""","TRUE","Руководитель Муниципального предприятия ""Мелитополькоммунтранс""","Комунальні підприємства","ні","Директор КП ""Мелітополькомунтранс""","Транспорт","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-08-25,"Антон Трухін ","ні","Україна","Організував злочинну схему поборів з місцевого населення у вигляді плати за вивезення сміття. Основна функція - контроль фінансових потоків та розподіл їх в окупаційній адміністрації.","ні"
2023-02-10,"Директор Мунициального предприятия ""Водоканал-Мелитополь""","TRUE","Директор Мунициального предприятия ""Водоканал-Мелитополь""","Комунальні підприємства","ні","Директор КП ""Водоканал""","Водопостачання","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-05-04,"Юрій Онищук ","так","Україна","","ні"
2023-02-10,"Директор Мунициального предприятия ""Горсвет-Мелитополь""","TRUE","Директор Мунициального предприятия ""Горсвет-Мелитополь""","Комунальні підприємства","ні","Директор КП ""Міськсвітло""","Електропостачання","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-08-25,"Михайло Совгира ","ні","Україна","","ні"
2023-02-10,"Руководитель КП ""Мелитопольжилсервис"" ","TRUE","Руководитель КП ""Мелитопольжилсервис"" ","Комунальні підприємства","ні","Директор КП ""Мелітопольжитлосервіс""","ЖКГ","комунальне підприємство","Мелітопольська міська рада Запорізької області",2022-10-22,"Андрій Селютін ","ні","Україна
","","ні"
2023-02-10,"Руководитель КП ""Жилмассив"" ","TRUE","Руководитель КП ""Жилмассив"" ","Комунальні підприємства","ні","Директор КП ""Житломасив""","ЖКГ","комунальне підприємство","Мелітопольська міська рада Запорізької області",2022-05-30,"Андрій Хрущ ","так","Україна","","ні"
2023-02-10,"Руководитель Линейного отдела ГУВД по Запорожской области на транспорте","TRUE","Руководитель Линейного отдела ГУВД по Запорожской области на транспорте","Інше","ні","Начальник лінійного відділу на залізничній станції ""Мелітополь""","Залізниця","правоохоронці","Головне управління внутрішніх справ по Запорізькій області",2022-12-22,"Андрій Блавацький ","ні","Україна","","ні"
2023-02-10,"Руководитель УВД по Мелитополю и Мелитопольскому району ГУВД по Запорожской области","TRUE","Руководитель УВД по Мелитополю и Мелитопольскому району ГУВД по Запорожской области","Інше","","Мелітопольський міський відділ Нацполіції України","Поліція","правоохоронці","Головне управління внутрішніх справ по Запорізькій області",2022-07-26,"Андрій Жидков ","ні","Росія","",""
2023-02-10,"Начальник ж/д станции ""Мелитополь""","TRUE","Начальник ж/д станции ""Мелитополь""","Інше","так","Начальник залізничної станції ""Мелітополь""","Залізниця","держпідприємство","Запорізька дирекція Придніпровської залізниці",2022-08-12,"Оксана Дерябіна ","так","Україна","","так"
2023-02-10,"Руководитель Госпредприятия «Мелитопольская железная дорога»","TRUE","Руководитель Госпредприятия «Мелитопольская железная дорога»","Інше","ні","Начальник залізничної станції ""Мелітополь""","Залізниця","держпідприємство","держпідприємство",2022-06-21,"Олексій Єфремов ","ні","Україна","","ні"
2023-02-10,"И.о.начальника Межрайонной инспекции (№3 и №4) ФНС по Запорожской области (2шт.)","TRUE","И.о.начальника Межрайонной инспекции (№3 и №4) ФНС по Запорожской области (2шт.)","Інше","ні","Начальник Мелітопольської державної податкової інспекції","Податки","правоохоронці","Управление Федеральной налоговой службы по Запорожской области",2022-10-05,"Вадим Вітер, Юлія Самсонова","ні","Україна","","ні"
2023-02-10,"Прокурор Запорожской области","TRUE","Прокурор Запорожской области","Інше","ні","Окружний прокурор Мелітопольської міської прокуратури","Прокуратура","правоохоронці","Генеральна прокуратура Российской Федерации",2022-11-10,"Кирил Осипчук ","ні","Росія","","ні"
2023-02-10,"Руководитель Запорожского областного суда","TRUE","Руководитель Запорожского областного суда","Інше","ні","Голова Мелітопольського міськрайонного суду","Суд","судові органи","",2022-12-22,"Роман Батршин ","ні","Росія","","ні"
2023-02-10,"Руководитель Гос. унитарного предприятия ""Мелитопольгаз""","TRUE","Руководитель Гос. унитарного предприятия ""Мелитопольгаз""","Комунальні підприємства","ні","Директор ПАТ ""Мелітопольгаз""","Газопостачання","держпідприємство","держпідприємство",2022-12-22,"Олег Квач ","так","Україна","","ні"
2022-05-02,"Глава администрации города Мелитополь","TRUE","Глава администрации города Мелитополь","Міськрада та виконком","ні","Міський голова","Міський голова","апарат міського голови","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-12,"Галина Данильченко","ні","Україна","Організовувала референдум щодо приєднання частини Запорізької області до Росії.","ні"
2022-05-02,"Директор департаменту реєстраційних послуг","FALSE","Директор департаменту реєстраційних послуг","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Директор департамента капстроительства и ЖКХ","TODAY","<span class='transit-from'>Директор департаменту капітального будівництва та ЖКГ  &#10143; </span> <span class='transit-to'>Директор департамента капстроительства и ЖКХ</span>","Міськрада та виконком","ні","Директор департаменту капітального будівництва та ЖКГ ","ЖКГ","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-05-02,"Олексій Тегімбаєв ","так","Україна","-","ні"
2022-05-02,"Начальник управління соцзахисту населення","FALSE","Начальник управління соцзахисту населення","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Министр Министерства образования и науки","TRUE","Министр Министерства образования и науки","Освіта","ні","Начальник управління освіти","Освіта","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-16,"Олена Шапурова ","ні","Україна","Жінка разом з росвійськовими їздить в різні населені пункти окупованих територій (села, ОТГ, міста) й намагається організувати видимість навчального процесу. Також вона погрожувала вчителям, які не хочуть співпрацювати з росіянами та батькам, які не хочуть віддавати дітей у школи.","ні"
2022-05-02,"Замминистра Министерства образования и науки","TRUE","Замминистра Министерства образования и науки","Освіта","ні","Заступник начальника управління освіти","Освіта","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-17,"Вікторія Костроміна","ні","Україна","Вікторія Костроміна до окупації працювала під керівництвом Олени Шапурової.","ні"
2022-05-02,"Начальник управління фізкультури і спорту","FALSE","Начальник управління фізкультури і спорту","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Начальник управління комунальної власності","FALSE","Начальник управління комунальної власності","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Начальник управління культури та молоді","FALSE","Начальник управління культури та молоді","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Начальник відділу охорони здоровʼя ","FALSE","Начальник відділу охорони здоровʼя ","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Заступник начальника відділу охорони здоровʼя ","FALSE","Заступник начальника відділу охорони здоровʼя ","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Начальник финансового управления","TODAY","<span class='transit-from'>Начальник фінансового управління &#10143; </span> <span class='transit-to'>Начальник финансового управления</span>","Міськрада та виконком","ні","Начальник фінансового управління","Фінанси","управління","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-05-02,"Ольга Кумоняєва ","так","Україна","-","ні"
2022-05-02,"Директор КП ""Комунальна власність""","FALSE","Директор КП ""Комунальна власність""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Директор КП ""Чистота""","FALSE","Директор КП ""Чистота""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Директор КП ""Ритуальна служба ""Ритуал""","FALSE","Директор КП ""Ритуальна служба ""Ритуал""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Директор ТОВ ""Тепло-Мелітополь""","FALSE","Директор ТОВ ""Тепло-Мелітополь""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Директор КП ТРК ""Мелітополь""","FALSE","Директор КП ТРК ""Мелітополь""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Директор КП ""Аптеки МЛТ""","FALSE","Директор КП ""Аптеки МЛТ""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Директор КП ""Мелітополькомунтранс""","FALSE","Директор КП ""Мелітополькомунтранс""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Директор КП ""Водоканал""","FALSE","Директор КП ""Водоканал""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Директор КП ""Міськсвітло""","FALSE","Директор КП ""Міськсвітло""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Директор КП ""Мелітопольжитлосервіс""","FALSE","Директор КП ""Мелітопольжитлосервіс""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Директор КП ""Житломасив""","FALSE","Директор КП ""Житломасив""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Начальник лінійного відділу на залізничній станції ""Мелітополь""","FALSE","Начальник лінійного відділу на залізничній станції ""Мелітополь""","Інше","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Мелітопольський міський відділ Нацполіції України","FALSE","Мелітопольський міський відділ Нацполіції України","Інше","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Начальник залізничної станції ""Мелітополь""","FALSE","Начальник залізничної станції ""Мелітополь""","Інше","так",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Начальник Мелітопольської державної податкової інспекції","FALSE","Начальник Мелітопольської державної податкової інспекції","Інше","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Окружний прокурор Мелітопольської міської прокуратури","FALSE","Окружний прокурор Мелітопольської міської прокуратури","Інше","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Голова Мелітопольського міськрайонного суду","FALSE","Голова Мелітопольського міськрайонного суду","Інше","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,"Директор ПАТ ""Мелітопольгаз""","FALSE","Директор ПАТ ""Мелітопольгаз""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-22,"Глава администрации города Мелитополь","TRUE","Глава администрации города Мелитополь","Міськрада та виконком","ні","Міський голова","Міський голова","апарат міського голови","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-12,"Галина Данильченко","ні","Україна","Організовувала референдум щодо приєднання частини Запорізької області до Росії.","ні"
2022-12-22,"Директор департаменту реєстраційних послуг","FALSE","Директор департаменту реєстраційних послуг","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-22,"Директор департамента капстроительства и ЖКХ","TRUE","Директор департамента капстроительства и ЖКХ","Міськрада та виконком","ні","Директор департаменту капітального будівництва та ЖКГ ","ЖКГ","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-05-02,"Олексій Тегімбаєв ","так","Україна","-","ні"
2022-12-22,"Начальник управления соцзащиты населения","TODAY","<span class='transit-from'>Начальник управління соцзахисту населення &#10143; </span> <span class='transit-to'>Начальник управления соцзащиты населения</span>","Міськрада та виконком","ні","Начальник управління соцзахисту населення","Соцзахист","управління","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-12-22,"Ірина Донец ","так","Україна","-","ні"
2022-12-22,"Министр Министерства образования и науки","TRUE","Министр Министерства образования и науки","Освіта","ні","Начальник управління освіти","Освіта","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-16,"Олена Шапурова ","ні","Україна","Жінка разом з росвійськовими їздить в різні населені пункти окупованих територій (села, ОТГ, міста) й намагається організувати видимість навчального процесу. Також вона погрожувала вчителям, які не хочуть співпрацювати з росіянами та батькам, які не хочуть віддавати дітей у школи.","ні"
2022-12-22,"Замминистра Министерства образования и науки","TRUE","Замминистра Министерства образования и науки","Освіта","ні","Заступник начальника управління освіти","Освіта","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-17,"Вікторія Костроміна","ні","Україна","Вікторія Костроміна до окупації працювала під керівництвом Олени Шапурової.","ні"
2022-12-22,"Начальник департамента культуры и спорта
","TODAY","<span class='transit-from'>Начальник управління фізкультури і спорту &#10143; </span> <span class='transit-to'>Начальник департамента культуры и спорта
</span>","Міськрада та виконком","ні","Начальник управління фізкультури і спорту","Спорт","управління","Мелітопольська міська рада Запорізької області",2022-12-22,"Андрій Бойко ","ні","Україна","-","ні"
