"date","name","change","position","sphere","killed","Посада.в.Україні","Сфера.діяльності","Тип.підрозділу","Підпорядкування.в.окупації","date.y","surname","same_person","citizenship","Додаткові.обов.язки.чи.вимоги..накладені.окупантами","Ліквідовані.так.ні"
2022-11-24,"И.о.начальника Межрайонной инспекции (№3 и №4) ФНС по Запорожской области (2шт.)","TRUE","И.о.начальника Межрайонной инспекции (№3 и №4) ФНС по Запорожской области (2шт.)","Інше","ні","Начальник Мелітопольської державної податкової інспекції","Податки","правоохоронці","Управление Федеральной налоговой службы по Запорожской области",2022-10-05,"Вадим Вітер, Юлія Самсонова","ні","Україна","","ні"
2022-11-24,"Прокурор Запорожской области","TRUE","Прокурор Запорожской области","Інше","ні","Окружний прокурор Мелітопольської міської прокуратури","Прокуратура","правоохоронці","Генеральна прокуратура Российской Федерации",2022-11-10,"Кирил Осипчук ","ні","Росія","","ні"
2022-11-24,"Голова Мелітопольського міськрайонного суду","FALSE","Голова Мелітопольського міськрайонного суду","Інше","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-24,"Директор ПАТ ""Мелітопольгаз""","FALSE","Директор ПАТ ""Мелітопольгаз""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-25,"Глава администрации города Мелитополь","TRUE","Глава администрации города Мелитополь","Міськрада та виконком","ні","Міський голова","Міський голова","апарат міського голови","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-12,"Галина Данильченко","ні","Україна","Організовувала референдум щодо приєднання частини Запорізької області до Росії.","ні"
2022-08-25,"Директор департаменту реєстраційних послуг","FALSE","Директор департаменту реєстраційних послуг","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-25,"Директор департамента капстроительства и ЖКХ","TRUE","Директор департамента капстроительства и ЖКХ","Міськрада та виконком","ні","Директор департаменту капітального будівництва та ЖКГ ","ЖКГ","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-05-02,"Олексій Тегімбаєв ","так","Україна","-","ні"
2022-08-25,"Начальник управління соцзахисту населення","FALSE","Начальник управління соцзахисту населення","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-25,"Министр Министерства образования и науки","TRUE","Министр Министерства образования и науки","Освіта","ні","Начальник управління освіти","Освіта","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-16,"Олена Шапурова ","ні","Україна","Жінка разом з росвійськовими їздить в різні населені пункти окупованих територій (села, ОТГ, міста) й намагається організувати видимість навчального процесу. Також вона погрожувала вчителям, які не хочуть співпрацювати з росіянами та батькам, які не хочуть віддавати дітей у школи.","ні"
2022-08-25,"Замминистра Министерства образования и науки","TRUE","Замминистра Министерства образования и науки","Освіта","ні","Заступник начальника управління освіти","Освіта","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-17,"Вікторія Костроміна","ні","Україна","Вікторія Костроміна до окупації працювала під керівництвом Олени Шапурової.","ні"
2022-08-25,"Начальник управління фізкультури і спорту","FALSE","Начальник управління фізкультури і спорту","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-25,"Начальник управления коммунальной собственности","TRUE","Начальник управления коммунальной собственности","Міськрада та виконком","ні","Начальник управління комунальної власності","Комунальна власність","управління","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-05-12,"Дмитро Трухін ","так","Україна","-","ні"
2022-08-25,"Директор департамента культуры, спорта и молодёжи г. Мелитополь","TRUE","Директор департамента культуры, спорта и молодёжи г. Мелитополь","Міськрада та виконком","ні","Начальник управління культури та молоді","Молодь і культура","управління","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-07-14,"Костянтин Зайцев","ні","Україна","Родич Балицького. Зайцев є чоловіком племінниці головного зрадника Євгена Балицького. Костянтин Зайцев став директором одразу кількох обʼєктів - КП «Мелітопольський міський парк», міського водноспортивного комплексу та міської льодової арени. ","ні"
2022-08-25,"Начальник відділу охорони здоровʼя ","FALSE","Начальник відділу охорони здоровʼя ","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-25,"Заступник начальника відділу охорони здоровʼя ","FALSE","Заступник начальника відділу охорони здоровʼя ","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-25,"Начальник финансового управления","TRUE","Начальник финансового управления","Міськрада та виконком","ні","Начальник фінансового управління","Фінанси","управління","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-05-02,"Ольга Кумоняєва ","так","Україна","-","ні"
2022-08-25,"Директор КП ""Комунальна власність""","FALSE","Директор КП ""Комунальна власність""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-25,"Руководитель Муниципального предприятия ""Чистота""","TODAY","<span class='transit-from'>Директор КП ""Чистота"" &#10143; </span> <span class='transit-to'>Руководитель Муниципального предприятия ""Чистота""</span>","Комунальні підприємства","ні","Директор КП ""Чистота""","Вивезення сміття","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-08-25,"Антон Трухін","ні","Україна","Призначений 25 серпня Антон Трухін Організував злочинну схему поборів з місцевого населення у вигляді плати за вивезення сміття. Основна функція - контроль фінансових потоків та розподіл їх в окупаційній адміністрації.","ні"
2022-08-25,"Директор КП ""Ритуальна служба ""Ритуал""","FALSE","Директор КП ""Ритуальна служба ""Ритуал""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-25,"Директор ТОВ ""Тепло-Мелітополь""","FALSE","Директор ТОВ ""Тепло-Мелітополь""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-25,"Директор КП ТРК ""Мелітополь""","FALSE","Директор КП ТРК ""Мелітополь""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-25,"Директор КП ""Аптеки МЛТ""","FALSE","Директор КП ""Аптеки МЛТ""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-25,"Руководитель Муниципального предприятия ""Мелитополькоммунтранс""","TODAY","<span class='transit-from'>Директор КП ""Мелітополькомунтранс"" &#10143; </span> <span class='transit-to'>Руководитель Муниципального предприятия ""Мелитополькоммунтранс""</span>","Комунальні підприємства","ні","Директор КП ""Мелітополькомунтранс""","Транспорт","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-08-25,"Антон Трухін ","ні","Україна","Організував злочинну схему поборів з місцевого населення у вигляді плати за вивезення сміття. Основна функція - контроль фінансових потоків та розподіл їх в окупаційній адміністрації.","ні"
2022-08-25,"Директор Мунициального предприятия ""Водоканал-Мелитополь""","TRUE","Директор Мунициального предприятия ""Водоканал-Мелитополь""","Комунальні підприємства","ні","Директор КП ""Водоканал""","Водопостачання","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-05-04,"Юрій Онищук ","так","Україна","","ні"
2022-08-25,"Директор Мунициального предприятия ""Горсвет-Мелитополь""","TODAY","<span class='transit-from'>Директор КП ""Міськсвітло"" &#10143; </span> <span class='transit-to'>Директор Мунициального предприятия ""Горсвет-Мелитополь""</span>","Комунальні підприємства","ні","Директор КП ""Міськсвітло""","Електропостачання","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-08-25,"Михайло Совгира ","ні","Україна","","ні"
2022-08-25,"Директор КП ""Мелітопольжитлосервіс""","FALSE","Директор КП ""Мелітопольжитлосервіс""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-25,"Руководитель КП ""Жилмассив"" ","TRUE","Руководитель КП ""Жилмассив"" ","Комунальні підприємства","ні","Директор КП ""Житломасив""","ЖКГ","комунальне підприємство","Мелітопольська міська рада Запорізької області",2022-05-30,"Андрій Хрущ ","так","Україна","","ні"
2022-08-25,"Начальник лінійного відділу на залізничній станції ""Мелітополь""","FALSE","Начальник лінійного відділу на залізничній станції ""Мелітополь""","Інше","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-25,"Руководитель УВД по Мелитополю и Мелитопольскому району ГУВД по Запорожской области","TRUE","Руководитель УВД по Мелитополю и Мелитопольскому району ГУВД по Запорожской области","Інше","","Мелітопольський міський відділ Нацполіції України","Поліція","правоохоронці","Головне управління внутрішніх справ по Запорізькій області",2022-07-26,"Андрій Жидков ","ні","Росія","",""
2022-08-25,"Начальник ж/д станции ""Мелитополь""","TRUE","Начальник ж/д станции ""Мелитополь""","Інше","так","Начальник залізничної станції ""Мелітополь""","Залізниця","держпідприємство","Запорізька дирекція Придніпровської залізниці",2022-08-12,"Оксана Дерябіна ","так","Україна","","так"
2022-08-25,"Руководитель Госпредприятия «Мелитопольская железная дорога»","TRUE","Руководитель Госпредприятия «Мелитопольская железная дорога»","Інше","ні","Начальник залізничної станції ""Мелітополь""","Залізниця","держпідприємство","держпідприємство",2022-06-21,"Олексій Єфремов ","ні","Україна","","ні"
2022-08-25,"Начальник Мелітопольської державної податкової інспекції","FALSE","Начальник Мелітопольської державної податкової інспекції","Інше","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-25,"Окружний прокурор Мелітопольської міської прокуратури","FALSE","Окружний прокурор Мелітопольської міської прокуратури","Інше","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-25,"Голова Мелітопольського міськрайонного суду","FALSE","Голова Мелітопольського міськрайонного суду","Інше","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-25,"Директор ПАТ ""Мелітопольгаз""","FALSE","Директор ПАТ ""Мелітопольгаз""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-04,"Глава администрации города Мелитополь","TRUE","Глава администрации города Мелитополь","Міськрада та виконком","ні","Міський голова","Міський голова","апарат міського голови","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-12,"Галина Данильченко","ні","Україна","Організовувала референдум щодо приєднання частини Запорізької області до Росії.","ні"
2022-05-04,"Директор департаменту реєстраційних послуг","FALSE","Директор департаменту реєстраційних послуг","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-04,"Директор департамента капстроительства и ЖКХ","TRUE","Директор департамента капстроительства и ЖКХ","Міськрада та виконком","ні","Директор департаменту капітального будівництва та ЖКГ ","ЖКГ","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-05-02,"Олексій Тегімбаєв ","так","Україна","-","ні"
2022-05-04,"Начальник управління соцзахисту населення","FALSE","Начальник управління соцзахисту населення","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-04,"Министр Министерства образования и науки","TRUE","Министр Министерства образования и науки","Освіта","ні","Начальник управління освіти","Освіта","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-16,"Олена Шапурова ","ні","Україна","Жінка разом з росвійськовими їздить в різні населені пункти окупованих територій (села, ОТГ, міста) й намагається організувати видимість навчального процесу. Також вона погрожувала вчителям, які не хочуть співпрацювати з росіянами та батькам, які не хочуть віддавати дітей у школи.","ні"
2022-05-04,"Замминистра Министерства образования и науки","TRUE","Замминистра Министерства образования и науки","Освіта","ні","Заступник начальника управління освіти","Освіта","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-17,"Вікторія Костроміна","ні","Україна","Вікторія Костроміна до окупації працювала під керівництвом Олени Шапурової.","ні"
2022-05-04,"Начальник управління фізкультури і спорту","FALSE","Начальник управління фізкультури і спорту","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-04,"Начальник управління комунальної власності","FALSE","Начальник управління комунальної власності","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-04,"Начальник управління культури та молоді","FALSE","Начальник управління культури та молоді","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-04,"Начальник відділу охорони здоровʼя ","FALSE","Начальник відділу охорони здоровʼя ","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-04,"Заступник начальника відділу охорони здоровʼя ","FALSE","Заступник начальника відділу охорони здоровʼя ","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-04,"Начальник финансового управления","TRUE","Начальник финансового управления","Міськрада та виконком","ні","Начальник фінансового управління","Фінанси","управління","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-05-02,"Ольга Кумоняєва ","так","Україна","-","ні"
2022-05-04,"Директор КП ""Комунальна власність""","FALSE","Директор КП ""Комунальна власність""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-04,"Директор КП ""Чистота""","FALSE","Директор КП ""Чистота""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-04,"Директор КП ""Ритуальна служба ""Ритуал""","FALSE","Директор КП ""Ритуальна служба ""Ритуал""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-04,"Директор ТОВ ""Тепло-Мелітополь""","FALSE","Директор ТОВ ""Тепло-Мелітополь""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-04,"Директор КП ТРК ""Мелітополь""","FALSE","Директор КП ТРК ""Мелітополь""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-04,"Директор КП ""Аптеки МЛТ""","FALSE","Директор КП ""Аптеки МЛТ""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-04,"Директор КП ""Мелітополькомунтранс""","FALSE","Директор КП ""Мелітополькомунтранс""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-04,"Директор Мунициального предприятия ""Водоканал-Мелитополь""","TODAY","<span class='transit-from'>Директор КП ""Водоканал"" &#10143; </span> <span class='transit-to'>Директор Мунициального предприятия ""Водоканал-Мелитополь""</span>","Комунальні підприємства","ні","Директор КП ""Водоканал""","Водопостачання","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-05-04,"Юрій Онищук ","так","Україна","","ні"
2022-05-04,"Директор КП ""Міськсвітло""","FALSE","Директор КП ""Міськсвітло""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-04,"Директор КП ""Мелітопольжитлосервіс""","FALSE","Директор КП ""Мелітопольжитлосервіс""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-04,"Директор КП ""Житломасив""","FALSE","Директор КП ""Житломасив""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-04,"Начальник лінійного відділу на залізничній станції ""Мелітополь""","FALSE","Начальник лінійного відділу на залізничній станції ""Мелітополь""","Інше","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-04,"Мелітопольський міський відділ Нацполіції України","FALSE","Мелітопольський міський відділ Нацполіції України","Інше","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-04,"Начальник залізничної станції ""Мелітополь""","FALSE","Начальник залізничної станції ""Мелітополь""","Інше","так",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-04,"Начальник Мелітопольської державної податкової інспекції","FALSE","Начальник Мелітопольської державної податкової інспекції","Інше","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-04,"Окружний прокурор Мелітопольської міської прокуратури","FALSE","Окружний прокурор Мелітопольської міської прокуратури","Інше","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-04,"Голова Мелітопольського міськрайонного суду","FALSE","Голова Мелітопольського міськрайонного суду","Інше","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-04,"Директор ПАТ ""Мелітопольгаз""","FALSE","Директор ПАТ ""Мелітопольгаз""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-22,"Глава администрации города Мелитополь","TRUE","Глава администрации города Мелитополь","Міськрада та виконком","ні","Міський голова","Міський голова","апарат міського голови","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-12,"Галина Данильченко","ні","Україна","Організовувала референдум щодо приєднання частини Запорізької області до Росії.","ні"
2022-10-22,"Директор департаменту реєстраційних послуг","FALSE","Директор департаменту реєстраційних послуг","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-22,"Директор департамента капстроительства и ЖКХ","TRUE","Директор департамента капстроительства и ЖКХ","Міськрада та виконком","ні","Директор департаменту капітального будівництва та ЖКГ ","ЖКГ","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-05-02,"Олексій Тегімбаєв ","так","Україна","-","ні"
2022-10-22,"Начальник управління соцзахисту населення","FALSE","Начальник управління соцзахисту населення","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-22,"Министр Министерства образования и науки","TRUE","Министр Министерства образования и науки","Освіта","ні","Начальник управління освіти","Освіта","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-16,"Олена Шапурова ","ні","Україна","Жінка разом з росвійськовими їздить в різні населені пункти окупованих територій (села, ОТГ, міста) й намагається організувати видимість навчального процесу. Також вона погрожувала вчителям, які не хочуть співпрацювати з росіянами та батькам, які не хочуть віддавати дітей у школи.","ні"
2022-10-22,"Замминистра Министерства образования и науки","TRUE","Замминистра Министерства образования и науки","Освіта","ні","Заступник начальника управління освіти","Освіта","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-17,"Вікторія Костроміна","ні","Україна","Вікторія Костроміна до окупації працювала під керівництвом Олени Шапурової.","ні"
2022-10-22,"Начальник управління фізкультури і спорту","FALSE","Начальник управління фізкультури і спорту","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-22,"Начальник управления коммунальной собственности","TRUE","Начальник управления коммунальной собственности","Міськрада та виконком","ні","Начальник управління комунальної власності","Комунальна власність","управління","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-05-12,"Дмитро Трухін ","так","Україна","-","ні"
2022-10-22,"Директор департамента культуры, спорта и молодёжи г. Мелитополь","TRUE","Директор департамента культуры, спорта и молодёжи г. Мелитополь","Міськрада та виконком","ні","Начальник управління культури та молоді","Молодь і культура","управління","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-07-14,"Костянтин Зайцев","ні","Україна","Родич Балицького. Зайцев є чоловіком племінниці головного зрадника Євгена Балицького. Костянтин Зайцев став директором одразу кількох обʼєктів - КП «Мелітопольський міський парк», міського водноспортивного комплексу та міської льодової арени. ","ні"
2022-10-22,"Начальник відділу охорони здоровʼя ","FALSE","Начальник відділу охорони здоровʼя ","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-22,"Заступник начальника відділу охорони здоровʼя ","FALSE","Заступник начальника відділу охорони здоровʼя ","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-22,"Начальник финансового управления","TRUE","Начальник финансового управления","Міськрада та виконком","ні","Начальник фінансового управління","Фінанси","управління","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-05-02,"Ольга Кумоняєва ","так","Україна","-","ні"
2022-10-22,"Директор КП ""Комунальна власність""","FALSE","Директор КП ""Комунальна власність""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-22,"Руководитель Муниципального предприятия ""Чистота""","TRUE","Руководитель Муниципального предприятия ""Чистота""","Комунальні підприємства","ні","Директор КП ""Чистота""","Вивезення сміття","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-08-25,"Антон Трухін","ні","Україна","Призначений 25 серпня Антон Трухін Організував злочинну схему поборів з місцевого населення у вигляді плати за вивезення сміття. Основна функція - контроль фінансових потоків та розподіл їх в окупаційній адміністрації.","ні"
2022-10-22,"Директор КП ""Ритуальна служба ""Ритуал""","FALSE","Директор КП ""Ритуальна служба ""Ритуал""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-22,"Директор ТОВ ""Тепло-Мелітополь""","FALSE","Директор ТОВ ""Тепло-Мелітополь""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-22,"Директор КП ТРК ""Мелітополь""","FALSE","Директор КП ТРК ""Мелітополь""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-22,"Директор КП ""Аптеки МЛТ""","FALSE","Директор КП ""Аптеки МЛТ""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-22,"Руководитель Муниципального предприятия ""Мелитополькоммунтранс""","TRUE","Руководитель Муниципального предприятия ""Мелитополькоммунтранс""","Комунальні підприємства","ні","Директор КП ""Мелітополькомунтранс""","Транспорт","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-08-25,"Антон Трухін ","ні","Україна","Організував злочинну схему поборів з місцевого населення у вигляді плати за вивезення сміття. Основна функція - контроль фінансових потоків та розподіл їх в окупаційній адміністрації.","ні"
2022-10-22,"Директор Мунициального предприятия ""Водоканал-Мелитополь""","TRUE","Директор Мунициального предприятия ""Водоканал-Мелитополь""","Комунальні підприємства","ні","Директор КП ""Водоканал""","Водопостачання","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-05-04,"Юрій Онищук ","так","Україна","","ні"
2022-10-22,"Директор Мунициального предприятия ""Горсвет-Мелитополь""","TRUE","Директор Мунициального предприятия ""Горсвет-Мелитополь""","Комунальні підприємства","ні","Директор КП ""Міськсвітло""","Електропостачання","комунальне підприємство","Военно-гражданская администрация г. Мелитополь Запорожской области",2022-08-25,"Михайло Совгира ","ні","Україна","","ні"
2022-10-22,"Руководитель КП ""Мелитопольжилсервис"" ","TODAY","<span class='transit-from'>Директор КП ""Мелітопольжитлосервіс"" &#10143; </span> <span class='transit-to'>Руководитель КП ""Мелитопольжилсервис"" </span>","Комунальні підприємства","ні","Директор КП ""Мелітопольжитлосервіс""","ЖКГ","комунальне підприємство","Мелітопольська міська рада Запорізької області",2022-10-22,"Андрій Селютін ","ні","Україна
","","ні"
2022-10-22,"Руководитель КП ""Жилмассив"" ","TRUE","Руководитель КП ""Жилмассив"" ","Комунальні підприємства","ні","Директор КП ""Житломасив""","ЖКГ","комунальне підприємство","Мелітопольська міська рада Запорізької області",2022-05-30,"Андрій Хрущ ","так","Україна","","ні"
2022-10-22,"Начальник лінійного відділу на залізничній станції ""Мелітополь""","FALSE","Начальник лінійного відділу на залізничній станції ""Мелітополь""","Інше","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-22,"Руководитель УВД по Мелитополю и Мелитопольскому району ГУВД по Запорожской области","TRUE","Руководитель УВД по Мелитополю и Мелитопольскому району ГУВД по Запорожской области","Інше","","Мелітопольський міський відділ Нацполіції України","Поліція","правоохоронці","Головне управління внутрішніх справ по Запорізькій області",2022-07-26,"Андрій Жидков ","ні","Росія","",""
2022-10-22,"Начальник ж/д станции ""Мелитополь""","TRUE","Начальник ж/д станции ""Мелитополь""","Інше","так","Начальник залізничної станції ""Мелітополь""","Залізниця","держпідприємство","Запорізька дирекція Придніпровської залізниці",2022-08-12,"Оксана Дерябіна ","так","Україна","","так"
2022-10-22,"Руководитель Госпредприятия «Мелитопольская железная дорога»","TRUE","Руководитель Госпредприятия «Мелитопольская железная дорога»","Інше","ні","Начальник залізничної станції ""Мелітополь""","Залізниця","держпідприємство","держпідприємство",2022-06-21,"Олексій Єфремов ","ні","Україна","","ні"
2022-10-22,"И.о.начальника Межрайонной инспекции (№3 и №4) ФНС по Запорожской области (2шт.)","TRUE","И.о.начальника Межрайонной инспекции (№3 и №4) ФНС по Запорожской области (2шт.)","Інше","ні","Начальник Мелітопольської державної податкової інспекції","Податки","правоохоронці","Управление Федеральной налоговой службы по Запорожской области",2022-10-05,"Вадим Вітер, Юлія Самсонова","ні","Україна","","ні"
2022-10-22,"Окружний прокурор Мелітопольської міської прокуратури","FALSE","Окружний прокурор Мелітопольської міської прокуратури","Інше","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-22,"Голова Мелітопольського міськрайонного суду","FALSE","Голова Мелітопольського міськрайонного суду","Інше","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-22,"Директор ПАТ ""Мелітопольгаз""","FALSE","Директор ПАТ ""Мелітопольгаз""","Комунальні підприємства","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,"Глава администрации города Мелитополь","TRUE","Глава администрации города Мелитополь","Міськрада та виконком","ні","Міський голова","Міський голова","апарат міського голови","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-12,"Галина Данильченко","ні","Україна","Організовувала референдум щодо приєднання частини Запорізької області до Росії.","ні"
2022-05-30,"Директор департаменту реєстраційних послуг","FALSE","Директор департаменту реєстраційних послуг","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,"Директор департамента капстроительства и ЖКХ","TRUE","Директор департамента капстроительства и ЖКХ","Міськрада та виконком","ні","Директор департаменту капітального будівництва та ЖКГ ","ЖКГ","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-05-02,"Олексій Тегімбаєв ","так","Україна","-","ні"
2022-05-30,"Начальник управління соцзахисту населення","FALSE","Начальник управління соцзахисту населення","Міськрада та виконком","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,"Министр Министерства образования и науки","TRUE","Министр Министерства образования и науки","Освіта","ні","Начальник управління освіти","Освіта","департамент","Військово-цивільна адміністрація м. Мелітополь Запорізької області",2022-03-16,"Олена Шапурова ","ні","Україна","Жінка разом з росвійськовими їздить в різні населені пункти окупованих територій (села, ОТГ, міста) й намагається організувати видимість навчального процесу. Також вона погрожувала вчителям, які не хочуть співпрацювати з росіянами та батькам, які не хочуть віддавати дітей у школи.","ні"
